alinea,alinea1,amendements1Signataire,amendementsMoins10Signataires,amendementsPlus10Signataires,article,book,chapter,code-part,law,lawType,paragraph,section,section1,sentence,text,texteLegislatif,texteLegislatifArticle,title,year
,,1,0,2,6-3,,,,89-1009 du 1989-12-31,loi,,,,,"Les articles 6-1, 6-2 et 6-3 de la loi n° 89-1009 du 31 décembre 1989",PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,6-1,,,,,,,,,,L’article 6-1,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2020,ARTICLE 32,,
,,1,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 32,,
,,0,0,1,,,,order: 5,code de la santé publique,code,,,,,la cinquième partie du code de la santé publique,PLFSS pour 2020,ARTICLE 34,,
1,,0,0,1,,,,,,,,,,,le premier alinéa,PLFSS pour 2020,ARTICLE 34,,
2,,0,0,1,,,,,,,,,,1,la première phrase du second alinéa,PLFSS pour 2020,ARTICLE 34,,
1,,0,0,1,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 34,,
,,0,0,1,L5121-32-1,,,,,,,,,,l’article L. 5121-32-1,PLFSS pour 2020,ARTICLE 34,,
2,,0,0,1,,,,,,,,,,,au deuxième alinéa,PLFSS pour 2020,ARTICLE 34,,
1,,0,0,1,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 34,,
1,,0,0,1,,,,,,,,,,,Le premier alinéa,PLFSS pour 2020,ARTICLE 34,,
,,0,0,1,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 34,,
,,0,0,1,,,,,,,,,,1,la première phrase,PLFSS pour 2020,ARTICLE 34,,
,,0,0,1,,,,,,,,,,3,la troisième phrase,PLFSS pour 2020,ARTICLE 34,,
,,0,0,1,indirect: (relative: 0),,,,,,,,,,au même article,PLFSS pour 2020,ARTICLE 34,,
,,0,0,1,,,,order: 5,code de la santé publique,code,,,,,la cinquième partie du code de la santé publique,PLFSS pour 2020,ARTICLE 34,,
2,,0,0,1,,,,,,,,,,,du deuxième alinéa,PLFSS pour 2020,ARTICLE 34,,
1,,0,0,1,,,,,,,,,,,du premier alinéa,PLFSS pour 2020,ARTICLE 34,,
1,,0,0,1,,,,,,,,,,,du premier alinéa,PLFSS pour 2020,ARTICLE 34,,
2,,0,0,1,,,,,,,,,,,du second alinéa,PLFSS pour 2020,ARTICLE 34,,
2,,0,0,1,L5121-31,,,,,,,,,,du deuxième alinéa de l’article L. 5121-31,PLFSS pour 2020,ARTICLE 34,,
2,,0,0,1,,,,,,,,,,,du deuxième alinéa,PLFSS pour 2020,ARTICLE 34,,
I order: 1,,0,0,1,L5121-33,,,,,,,,,,du I de l’article L. 5121-33,PLFSS pour 2020,ARTICLE 34,,
1,,0,0,1,,,,,,,,,,,du premier alinéa,PLFSS pour 2020,ARTICLE 34,,
indirect: -1,,0,0,1,,,,,,,,,,,au dernier alinéa,PLFSS pour 2020,ARTICLE 34,,
,,0,0,1,L5471-1,,,,code de la santé publique,code,,,,,L’article L. 5471-1 du code de la santé publique,PLFSS pour 2020,ARTICLE 34,,
1,,0,0,1,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 34,,
2,,0,0,1,,,,,,,,,,,Au deuxième alinéa,PLFSS pour 2020,ARTICLE 34,,
3° order: 3,,0,0,1,,,,,,,,,,,au 3°,PLFSS pour 2020,ARTICLE 34,,
,,2,1,1,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 37,,
,,2,1,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 37,,
I order: 1,,2,1,1,20-1,,,,96-1122,ordonnance,,,,,Le I de l’article 20-1 de l’ordonnance n° 96-1122,PLFSS pour 2020,ARTICLE 37,,
3° order: 3,,2,1,1,L160-9,,,,code de la sécurité sociale,code,,,,,au 3° de l’article L. 160-9 du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 37,,
,,0,1,0,,,,indirect: 1,code de la santé publique,code,,,,,la première partie du code de la santé publique,PLFSS pour 2020,ARTICLE 40,,
,,0,1,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 40,,
,,0,1,0,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 40,,
,,0,1,0,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2020,ARTICLE 40,,
,,0,1,0,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 40,,
,,0,0,1,,,,,code du sport,code,,,,,du code du sport,PLFSS pour 2020,ARTICLE 41,,
I order: 1,,0,0,1,,,,,,,,,,,du I,PLFSS pour 2020,ARTICLE 41,,
,,0,0,1,,,,,code du sport,code,,,,,du code du sport,PLFSS pour 2020,ARTICLE 41,,
,,1,0,0,,,,,code de l’action sociale et des familles,code,,,,,Le code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 45,,
II order: 2,,1,0,0,,,,,,,,,,,Le dernier alinéa du II et l,PLFSS pour 2020,ARTICLE 45,,
l order: l,,1,0,0,,,,,,,,,,,Le dernier alinéa du II et l,PLFSS pour 2020,ARTICLE 45,,
III order: 3,,1,0,0,,,,,,,,,,,du III,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,
1,,1,0,0,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 45,,
indirect: -1,,1,0,0,,,,,,,,,,,Au dernier alinéa,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 45,,
4,,1,0,0,,,,,,,,,,,Au quatrième alinéa,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2020,ARTICLE 45,,
3,,1,0,0,,,,,,,,,,1,la première phrase du troisième alinéa,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 45,,
2,,1,0,0,,,,,,,,,,,au deuxième alinéa,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code de l’action sociale et des familles,code,,,,,du code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,"du présent code, aux articles L. 732-10 à L. 732-12 du code rural et de la pêche maritime",PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,L732-10,,,,code rural et de la pêche maritime,code,,,,,"du présent code, aux articles L. 732-10 à L. 732-12 du code rural et de la pêche maritime",PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,L732-12,,,,code rural et de la pêche maritime,code,,,,,"du présent code, aux articles L. 732-10 à L. 732-12 du code rural et de la pêche maritime",PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code des transports,code,,,,,du code des transports,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code de l’action sociale et des familles,code,,,,,du code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 45,,
c order: c,,1,0,0,,,,,,,,,,,au c,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code de l’action sociale et des familles,code,,,,,du code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code de l’action sociale et des familles,code,,,,,du code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code de la construction et de l’habitation,code,,,,,du code de la construction et de l’habitation,PLFSS pour 2020,ARTICLE 45,,
3,,1,0,0,,,,,,,,,,,au troisième alinéa,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,
1,,1,0,0,indirect: (relative: 0),,,,,,,,,,au premier alinéa du présent article,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,L133-4-1,,,,,,,,,,l’article L. 133-4-1,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,indirect: (relative: 0),,,,,,,,,,au présent article,PLFSS pour 2020,ARTICLE 45,,
1,,1,0,0,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 45,,
1,,1,0,0,indirect: (relative: 0),,,,,,,,,,au premier alinéa du présent article,PLFSS pour 2020,ARTICLE 45,,
indirect: 1,,1,0,0,indirect: (relative: 0),,,,,,,,,,aux deux premiers alinéas du présent article,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,indirect: (relative: 0),,,,,,,,du présent chapitre,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,,,,,,1,la première phrase,PLFSS pour 2020,ARTICLE 45,,
4,,1,0,0,,,,,,,,,,,Le quatrième alinéa,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,
1,,1,0,0,,,,,,,,,,2,la seconde phrase du premier alinéa,PLFSS pour 2020,ARTICLE 45,,
5,,1,0,0,,,,,,,,,,1,la première phrase du cinquième alinéa,PLFSS pour 2020,ARTICLE 45,,
1,,1,0,0,,,,,,,,,,2,la seconde phrase du premier alinéa,PLFSS pour 2020,ARTICLE 45,,
3,,1,0,0,,,,,,,,,,2,la seconde phrase du troisième alinéa,PLFSS pour 2020,ARTICLE 45,,
1,,1,0,0,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 45,,
I order: 1,,1,0,0,indirect: (relative: 0),,,,,,,,,,Les I et II du présent article,PLFSS pour 2020,ARTICLE 45,,
II order: 2,,1,0,0,indirect: (relative: 0),,,,,,,,,,Les I et II du présent article,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,2019-765 du 2019-07-24,ordonnance,,,,,L’ordonnance n° 2019-765 du 24 juillet 2019,PLFSS pour 2020,ARTICLE 45,,
4,,1,0,0,,,,,,,,,,,du quatrième alinéa,PLFSS pour 2020,ARTICLE 45,,
2,,1,0,0,,,,,,,,,,,Au second alinéa,PLFSS pour 2020,ARTICLE 45,,
4° order: 4,b order: b,1,0,0,,,,,,,,,,,"du b du 4°, du c du 5° et du b du 6°",PLFSS pour 2020,ARTICLE 45,,
5° order: 5,c order: c,1,0,0,,,,,,,,,,,"du b du 4°, du c du 5° et du b du 6°",PLFSS pour 2020,ARTICLE 45,,
6° order: 6,b order: b,1,0,0,,,,,,,,,,,"du b du 4°, du c du 5° et du b du 6°",PLFSS pour 2020,ARTICLE 45,,
a order: a,,1,0,0,,,,,,,,,,,Au a,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,2,,,,,,,,,,L’article 2,PLFSS pour 2020,ARTICLE 45,,
1° order: 1,,1,0,0,,,,,,,,,,,Au 1°,PLFSS pour 2020,ARTICLE 45,,
2,,1,0,0,,,,,,,,,,,Au second alinéa,PLFSS pour 2020,ARTICLE 45,,
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 45 BIS,,
,,1,0,0,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 45 BIS,,
,,1,0,0,,II,V,indirect: 1,code du travail,code,2,4,2,,Le paragraphe 2 de la sous-section 2 de la section 4 du chapitre V du titre II du livre II de la première partie du code du travail,PLFSS pour 2020,ARTICLE 45 BIS,II,
2,,1,0,0,,,,,,,,,,2,La seconde phrase du deuxième alinéa,PLFSS pour 2020,ARTICLE 45 BIS,,
2,,1,0,0,,,,,,,,,,,Le second alinéa,PLFSS pour 2020,ARTICLE 45 BIS,,
2,,1,0,0,,,,,,,,,,3,La troisième phrase du deuxième alinéa,PLFSS pour 2020,ARTICLE 45 BIS,,
2,,1,0,0,,,,,,,,,,3,La troisième phrase du deuxième alinéa,PLFSS pour 2020,ARTICLE 45 BIS,,
2,,1,0,0,,,,,,,,,,3,La troisième phrase du deuxième alinéa,PLFSS pour 2020,ARTICLE 45 BIS,,
,,0,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,,,,,,,au présent titre,PLFSS pour 2020,ARTICLE 46,indirect: (relative: 0),
11,,0,0,1,,,,,,,,,,,au onzième alinéa,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,
1,,0,0,1,indirect: (relative: 0),,,,,,,,,,au premier alinéa du présent article,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,,,,,,,du présent titre,PLFSS pour 2020,ARTICLE 46,indirect: (relative: 0),
1,,0,0,1,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,
c order: c,,0,0,1,,,,,,,,,,,au c,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,
1° order: 1,,0,0,1,,,,,,,,,,,au 1° et aux a et b,PLFSS pour 2020,ARTICLE 46,,
a order: a,,0,0,1,,,,,,,,,,,au 1° et aux a et b,PLFSS pour 2020,ARTICLE 46,,
b order: b,,0,0,1,,,,,,,,,,,au 1° et aux a et b,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,
1,,0,0,1,L491-1 indirect: (relative: 0),,,,,,,,,,au premier alinéa du même article L. 491-1,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 46,,
2,,0,0,1,indirect: (relative: 0),,,,,,,,,,au deuxième alinéa du présent article,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,
11,,0,0,1,indirect: (relative: 0),,,,,,,,,,au onzième alinéa du même article,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2020,ARTICLE 46,,
indirect: -1,,0,0,1,,,,,,,,,,,au dernier alinéa,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code rural et de la pêche maritime,code,,,,,Le code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,,,,,,1,la première phrase,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,L253-8-1,,,,indirect: (relative: 0),code,,,,,l’article L. 253-8-1 du présent code,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,
11,,0,0,1,indirect: (relative: 0),,,,,,,,,,au onzième alinéa du même article,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,
1,,0,0,1,indirect: (relative: 0),,,,,,,,,,au premier alinéa du présent article,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,indirect: (relative: 0),,,,,,,,,,Le présent article,PLFSS pour 2020,ARTICLE 46,,
indirect: -1,,0,0,1,,,,,,,,,,,au dernier alinéa,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,L723-13-3,,,,code rural et de la pêche maritime,code,,,,,l’article L. 723-13-3 du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,
,,0,0,1,indirect: (relative: 0),,,,,,,,,,au présent article,PLFSS pour 2020,ARTICLE 46,,
,,2,1,1,,,,,code de l’action sociale et des familles,code,,,,,Le code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 49,,
indirect: 1,,2,1,1,,,,,,,,,,,aux deux premiers alinéas,PLFSS pour 2020,ARTICLE 49,,
,,2,1,1,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 49,,
5,,2,1,1,,,,,,,,,,1,La première phrase du cinquième alinéa,PLFSS pour 2020,ARTICLE 49,,
indirect: -1,,2,1,1,,,,,,,,,,,le dernier alinéa,PLFSS pour 2020,ARTICLE 49,,
,,2,1,1,indirect: (relative: 0),,,,,,,,,,Le présent article,PLFSS pour 2020,ARTICLE 49,,
,,1,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 52,,
,,1,0,2,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2020,ARTICLE 52,,
,,1,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 52,,
indirect: 1,,1,0,2,,,,,,,,,,,aux quatre premiers alinéas,PLFSS pour 2020,ARTICLE 52,,
,,1,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 52,,
,,1,0,2,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 52,,
,,1,0,2,,,,,code des pensions civiles et militaires de retraite,code,,,,,du code des pensions civiles et militaires de retraite,PLFSS pour 2020,ARTICLE 52,,
,,1,0,2,indirect: (relative: 0),,,,,,,,,,au même article,PLFSS pour 2020,ARTICLE 52,,
2,,1,0,2,,,,,,,,,,,au deuxième alinéa,PLFSS pour 2020,ARTICLE 52,,
,,1,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 52,,
,,1,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 52,,
,,1,0,2,,,,,2004-605 du 2004-06-24,ordonnance,,,,,l’ordonnance n° 2004-605 du 24 juin 2004,PLFSS pour 2020,ARTICLE 52,,
,,1,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 52,,
,,1,0,1,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2020,ARTICLE 56,,
1,,1,0,1,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 56,,
1,,1,0,1,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 56,,
indirect: -1,,1,0,1,,,,,,,,,,,au dernier alinéa,PLFSS pour 2020,ARTICLE 56,,
3,,1,0,1,,,,,,,,,,,Le troisième alinéa,PLFSS pour 2020,ARTICLE 56,,
,,1,0,1,,,,,code rural,code,,,,,du code rural,PLFSS pour 2020,ARTICLE 56,,
,,1,0,1,,,,,,,,,,1,la première phrase,PLFSS pour 2020,ARTICLE 56,,
1,,1,0,1,,,,,,,,,,,Le premier alinéa,PLFSS pour 2020,ARTICLE 56,,
2,,1,0,1,,,,,,,,,,,Le deuxième alinéa,PLFSS pour 2020,ARTICLE 56,,
3,,1,0,1,,,,,,,,,,,Au troisième alinéa,PLFSS pour 2020,ARTICLE 56,,
,,1,0,1,L422-6,,,,code de la sécurité sociale,code,,,,,l’article L. 422-6 du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 56,,
,,1,0,1,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 56,,
,,6,0,3,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 3,,2020
indirect: -1,,6,0,3,,,,,,,,,,,au dernier alinéa,PLFSS pour 2021,ARTICLE 3,,2020
,,6,0,3,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2021,ARTICLE 3,,2020
,,6,0,3,,,,,code des assurances,code,,,,,le code des assurances,PLFSS pour 2021,ARTICLE 3,,2020
,,6,0,3,,,,,code de la mutualité,code,,,,,le code de la mutualité,PLFSS pour 2021,ARTICLE 3,,2020
,,6,0,3,,,,,code de la sécurité sociale,code,,,,,le code de la sécurité sociale ou le code rural et de la pêche maritime,PLFSS pour 2021,ARTICLE 3,,2020
,,6,0,3,,,,,code rural et de la pêche maritime,code,,,,,le code de la sécurité sociale ou le code rural et de la pêche maritime,PLFSS pour 2021,ARTICLE 3,,2020
,,6,0,3,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 3,,2020
,,6,0,3,indirect: (relative: 0),,,,,,,,,,au même article,PLFSS pour 2021,ARTICLE 3,,2020
1,,6,0,3,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 3,,2020
,,6,0,3,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 3,,2020
,,10,0,10,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 10,,2020
indirect: -1,,10,0,10,,,,,,,,,,,au dernier alinéa,PLFSS pour 2021,ARTICLE 10,,2020
,,10,0,10,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2021,ARTICLE 10,,2020
,,10,0,10,indirect: (relative: 0),,,,,,,,,,au même article,PLFSS pour 2021,ARTICLE 10,,2020
1,,10,0,10,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 10,,2020
,,10,0,10,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 10,,2020
,,2,2,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 13,,2020
,,2,2,2,575,,,,,,,,,,aux articles 575 et 575,PLFSS pour 2021,ARTICLE 13,,2020
,,2,2,2,575,,,,,,,,,,aux articles 575 et 575,PLFSS pour 2021,ARTICLE 13,,2020
,,2,2,2,,,,,code général des impôts,code,,,,,du code général des impôts,PLFSS pour 2021,ARTICLE 13,,2020
,,1,0,7,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2021,ARTICLE 15,,2020
,,1,0,7,,,,,code général des impôts,code,,,,,du code général des impôts,PLFSS pour 2021,ARTICLE 15,,2020
,,1,0,7,indirect: (relative: 0),,,,,,,,,,au même article,PLFSS pour 2021,ARTICLE 15,,2020
indirect: (relative: 0),,1,0,7,,,,,,,,,,1,la première phrase du présent alinéa,PLFSS pour 2021,ARTICLE 15,,2020
,,1,0,7,,,,,code général des impôts,code,,,,,du code général des impôts,PLFSS pour 2021,ARTICLE 15,,2020
,,1,0,7,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 15,,2020
,,1,0,7,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 15,,2020
1,,1,0,7,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 15,,2020
1,,1,0,7,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 15,,2020
1,,1,0,7,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 15,,2020
,,1,0,7,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 15,,2020
