alinea,alinea1,alinea2,article,auteur,auteurType,book,chapter,code-part,etat,groupePolitique,law,lawType,paragraph,section,section1,sentence,sort,text,texteLegislatifUid,title,uid,year
,,,,Dharréville Pierre,Député,,,,,GDR,code de la sécurité sociale,code,,,,,Rejeté,Le code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000140,2019
III order: 3,3,,,Dharréville Pierre,Député,,,,,GDR,,,,,,1,Rejeté,La première phrase du troisième alinéa du III,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000140,2019
II order: 2,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,Au II,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000140,2019
II order: 2,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,Au II,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000140,2019
III order: 3,1,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,au premier alinéa du III,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000140,2019
2,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,au deuxième alinéa,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000140,2019
,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,2,Rejeté,la deuxième phrase,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000140,2019
,,,,Dharréville Pierre,Député,,,,,GDR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000140,2019
,,,,Dharréville Pierre,Député,,,,,GDR,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000140,2019
VI order: 6,5,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,Au cinquième alinéa du VI,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000140,2019
II order: 2,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,des II à VII,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000140,2019
VII order: 7,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,des II à VII,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000140,2019
,,,,Dharréville Pierre,Député,,,,,GDR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000141,2019
,,,indirect: (relative: 0),Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,du présent article,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000141,2019
,,,,Dharréville Pierre,Député,,,,,GDR,code général des impôts,code,,,,,Rejeté,du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000141,2019
,,,,Dharréville Pierre,Député,,,,,GDR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000142,2019
1,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,Le premier alinéa,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000142,2019
II order: 2,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,du II,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000142,2019
1,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,le premier alinéa,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000142,2019
1,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,au premier alinéa,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000142,2019
,,,,Dharréville Pierre,Député,,,,,GDR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000142,2019
2° order: 2,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,Au 2°,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000143,2019
I order: 1,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,du I,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000143,2019
,,,,Dharréville Pierre,Député,,,,,GDR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000143,2019
1,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,Au premier alinéa,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000144,2019
,,,,Dharréville Pierre,Député,,,,,GDR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000144,2019
indirect: (relative: 0),,,,Christophe Paul,Député,,,,,Agir ens,,,,,,,Rejeté,au même alinéa,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000148,2019
,,,,Gaillot Albane,Député,,,,,EDS,,,,,,2,Rejeté,la deuxième phrase,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000151,2019
,,,,Orphelin Matthieu,Député,,,,,EDS,,,,,,2,Non soutenu,la deuxième phrase,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000162,2019
,,,575,Christophe Paul,Député,,,,,Agir ens,,,,,,,Rejeté,aux articles 575 et 575,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000164,2019
,,,575,Christophe Paul,Député,,,,,Agir ens,,,,,,,Rejeté,aux articles 575 et 575,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000164,2019
,,,,Christophe Paul,Député,,,,,Agir ens,code général des impôts,code,,,,,Rejeté,du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000164,2019
indirect: (relative: 0),,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,du même alinéa,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000167,2019
,,,indirect: (relative: 0),Boucard Ian,Député,,,,,LR,,,,,,,Rejeté,aux mêmes articles,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000169,2019
II order: 2,,,,Christophe Paul,Député,,,,,Agir ens,,,,,,,Rejeté,Le II,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000179,2019
,,,,Christophe Paul,Député,,,,,Agir ens,indirect: (relative: 0),code,,,,,Rejeté,du même code,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000179,2019
,,,,Ramassamy Nadia,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000181,2019
,,,,Ramassamy Nadia,Député,,,,,LR,code de l’action sociale et des familles,code,,,,,Non soutenu,du code de l’action sociale et des familles,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000181,2019
2° order: 2,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,du 2°,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000181,2019
I order: 1,,,indirect: (relative: 0),Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,du I du présent article,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000181,2019
3° order: 3,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,au 3°,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000181,2019
,,,,Ramassamy Nadia,Député,,,,,LR,code du travail,code,,,,,Non soutenu,du code du travail,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000181,2019
,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,2,Non soutenu,la deuxième phrase,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000199,2019
,,,575,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000204,2019
,,,575,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000204,2019
,,,,Ramassamy Nadia,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000204,2019
II order: 2,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,Au II,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000212,2019
,,,,Ramassamy Nadia,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000212,2019
indirect: -1,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,du dernier alinéa,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000212,2019
,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,2,Non soutenu,la deuxième phrase,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000215,2019
1° order: 1,,,,Ramassamy Nadia,Député,,,,,LR,,,,,,,Non soutenu,Le 1°,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000217,2019
I order: 1,,,L14-10-1,Ramassamy Nadia,Député,,,,,LR,code de l’action sociale et des familles,code,,,,,Non soutenu,du I de l’article L 14‑10‑1 du code de l’action sociale et des familles,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000217,2019
,,,,Door Jean-Pierre,Député,,,,,LR,,,,,,2,Retiré,la deuxième phrase,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000230,2019
I order: 1,,,,Door Jean-Pierre,Député,,,,,LR,,,,,,,Retiré,Au I,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000236,2019
III order: 3,1,,,Door Jean-Pierre,Député,,,,,LR,,,,,,,Retiré,Au premier alinéa du III,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000236,2019
II order: 2,,,,Door Jean-Pierre,Député,,,,,LR,,,,,,,Retiré,au II,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000236,2019
,,,,Door Jean-Pierre,Député,,,,,LR,indirect: (relative: 0),code,,,,,Rejeté,du même code,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000249,2019
1,,,,Christophe Paul,Député,,,,,Agir ens,,,,,,,Retiré,Au premier alinéa,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000251,2019
,,,,Christophe Paul,Député,,,,,Agir ens,code de la sécurité sociale,code,,,,,Retiré,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000251,2019
,,,,Christophe Paul,Député,indirect: (relative: 0),,,,Agir ens,,,,,,,Retiré,du présent livre,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000266,2019
indirect: (relative: 0),,,,Christophe Paul,Député,,,,,Agir ens,,,,,,,Retiré,du présent alinéa,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000266,2019
,,,,Touraine Jean-Louis,Député,,,,,LaREM,,,,,,1,Rejeté,La première phrase,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000269,2019
,,,,Touraine Jean-Louis,Député,,,,,LaREM,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000269,2019
,,,,Touraine Jean-Louis,Député,,,,,LaREM,,,,,,2,Rejeté,la deuxième phrase,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000270,2019
,,,,Touraine Jean-Louis,Député,,,,,LaREM,code de la santé publique,code,,,,,Non soutenu,du code de la santé publique,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000271,2019
,,,,Touraine Jean-Louis,Député,,,,,LaREM,indirect: (relative: 0),loi,,,,,Adopté,la présente loi,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000275,2019
,,,,Touraine Jean-Louis,Député,,,,,LaREM,code de la santé publique,code,,,,,Non soutenu,Le code de la santé publique,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000277,2019
1° order: 1,,,,Touraine Jean-Louis,Député,,,,,LaREM,,,,,,1,Non soutenu,La première phrase du 1°,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000277,2019
,,,,Touraine Jean-Louis,Député,,,,,LaREM,,,,,,2,Non soutenu,La deuxième phrase,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000277,2019
1° order: 1,,,,Touraine Jean-Louis,Député,,,,,LaREM,,,,,,,Non soutenu,au 1°,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000277,2019
6,,,,Touraine Jean-Louis,Député,,,,,LaREM,,,,,,,Non soutenu,au sixième alinéa,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000277,2019
,,,,Touraine Jean-Louis,Député,,,,,LaREM,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000277,2019
3° order: 3,,,,Christophe Paul,Député,,,,,Agir ens,,,,,,,Rejeté,le 3°,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000281,2019
II order: 2,,,,Christophe Paul,Député,,,,,Agir ens,,,,,,,Rejeté,du II,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000281,2019
,,,,Christophe Paul,Député,,,,,Agir ens,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000281,2019
,,,,Christophe Paul,Député,,,,,Agir ens,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000281,2019
1,,,,Christophe Paul,Député,,,,,Agir ens,,,,,,,Rejeté,au premier alinéa,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000281,2019
,,,,Christophe Paul,Député,,,,,Agir ens,indirect: (relative: 0),code,,,,,Rejeté,du présent code,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000281,2019
,,,,Christophe Paul,Député,,,,,Agir ens,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000281,2019
,,,575,Christophe Paul,Député,,,,,Agir ens,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000281,2019
,,,575 A,Christophe Paul,Député,,,,,Agir ens,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000281,2019
4° order: 4,,,,Christophe Paul,Député,,,,,Agir ens,,,,,,,Rejeté,Au 4°,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000282,2019
V order: 5,,,indirect: (relative: 0),Christophe Paul,Député,,,,,Agir ens,,,,,,,Rejeté,du V du présent article,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000282,2019
,,,,Maillard Sylvain,Député,,,,,LaREM,code du travail,code,,,,,Adopté,du code du travail,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000288,2019
,,,575,Maillard Sylvain,Député,,,,,LaREM,code général des impôts,code,,,,,Adopté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000288,2019
,,,575 A,Maillard Sylvain,Député,,,,,LaREM,code général des impôts,code,,,,,Adopté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000288,2019
,,,575,Maillard Sylvain,Député,,,,,LaREM,code général des impôts,code,,,,,Adopté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000288,2019
,,,575 A,Maillard Sylvain,Député,,,,,LaREM,code général des impôts,code,,,,,Adopté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000288,2019
,,,,Corneloup Josiane,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000292,2019
,,,575,Corneloup Josiane,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000292,2019
,,,575 A,Corneloup Josiane,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000292,2019
,,,,Corneloup Josiane,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000293,2019
,,,575,Corneloup Josiane,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000293,2019
,,,575 A,Corneloup Josiane,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000293,2019
,,,,Corneloup Josiane,Député,,,,,LR,,,,,,1,Rejeté,La première phrase,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000296,2019
,,,,Corneloup Josiane,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000296,2019
,,,,Corneloup Josiane,Député,,,,,LR,indirect: (relative: 0),code,,,,,Non soutenu,du même code,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000299,2019
,,,indirect: (relative: 0),Descamps Béatrice,Député,,,,,UDI-I,,,,,,,Non soutenu,aux mêmes articles,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000305,2019
,,,,Rolland Vincent,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000308,2019
,,,575,Rolland Vincent,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000308,2019
,,,575 A,Rolland Vincent,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000308,2019
,,,,Rolland Vincent,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000309,2019
,,,575,Rolland Vincent,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000309,2019
,,,575 A,Rolland Vincent,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000309,2019
,,,,Rolland Vincent,Député,,,,,LR,,,,,,3,Rejeté,La troisième phrase,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000310,2019
,,,,Rolland Vincent,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000310,2019
,,,575,Rolland Vincent,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000310,2019
,,,575 A,Rolland Vincent,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000310,2019
,,,575,Lurton Gilles,Député,,,,,,,,,,,,Rejeté,aux articles 575 et 575,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000312,2019
,,,575,Lurton Gilles,Député,,,,,,,,,,,,Rejeté,aux articles 575 et 575,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000312,2019
,,,,Lurton Gilles,Député,,,,,,code général des impôts,code,,,,,Rejeté,du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000312,2019
,,,575,Lurton Gilles,Député,,,,,,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000315,2019
,,,575 A,Lurton Gilles,Député,,,,,,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000315,2019
I order: 1,,,,Lurton Gilles,Député,,,,,,,,,,,,Rejeté,du I,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000316,2019
,,,,Nury Jérôme,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000317,2019
I order: 1,1,,,Nury Jérôme,Député,,,,,LR,,,,,,,Non soutenu,Le premier alinéa du I,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000317,2019
II order: 2,1,,,Nury Jérôme,Député,,,,,LR,,,,,,1,Non soutenu,La première phrase du premier alinéa du II,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000317,2019
I order: 1,,,,Nury Jérôme,Député,,,,,LR,,,,,,,Non soutenu,au I,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000317,2019
,,,,Nury Jérôme,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000317,2019
,,,,Nury Jérôme,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000318,2019
,,,575,Nury Jérôme,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000318,2019
,,,575 A,Nury Jérôme,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000318,2019
,,,,Nury Jérôme,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000319,2019
,,,575,Nury Jérôme,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000319,2019
,,,575 A,Nury Jérôme,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000319,2019
I order: 1,b order: b,,,Dubié Jeanine,Député,,,,,LT,,,,,,,Retiré,du b du I,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000333,2019
,,,,Dubié Jeanine,Député,,,,,LT,code général des impôts,code,,,,,Retiré,du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000333,2019
,,,L5125-1-1 A,Bagarry Delphine,Député,,,,,EDS,code de la santé publique,code,,,,,Retiré,l’article L5125‑1‑1 A du code de la santé publique,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000336,2019
9° order: 9,,,,Bagarry Delphine,Député,,,,,EDS,,,,,,,Retiré,le 9°,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000336,2019
indirect: -1,,,,Bagarry Delphine,Député,,,,,EDS,,,,,,,Retiré,du dernier alinéa,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000336,2019
,,,,Bagarry Delphine,Député,,,,,EDS,code de la sécurité sociale,code,,,,,Retiré,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO420120B2296P0D1N000336,2019
